COMUNE,PRO_COM_T,Abitanti,Capoluogo,Sigla
Vallerotonda,060084,1480,Frosinone,FR
San Giorgio La Molara,062059,2923,Benevento,BN
San Leucio del Sannio,062060,3021,Benevento,BN
San Lorenzello,062061,2188,Benevento,BN
San Lorenzo Maggiore,062062,2036,Benevento,BN
San Lupo,062063,736,Benevento,BN
San Marco dei Cavoti,062064,3170,Benevento,BN
San Martino Sannita,062065,1204,Benevento,BN
San Nazzaro,062066,870,Benevento,BN
San Nicola Manfredi,062067,3650,Benevento,BN
San Salvatore Telesino,062068,3985,Benevento,BN
Santa Croce del Sannio,062069,869,Benevento,BN
Sant'Angelo dei Lombardi,064092,4080,Avellino,AV
Santa Paolina,064093,1257,Avellino,AV
Santo Stefano del Sole,064095,2108,Avellino,AV
Savignano Irpino,064096,1087,Avellino,AV
Scampitella,064097,1126,Avellino,AV
Senerchia,064098,770,Avellino,AV
Sirignano,064100,2841,Avellino,AV
Sorbo Serpico,064102,571,Avellino,AV
Sperone,064103,3763,Avellino,AV
Sturno,064104,3011,Avellino,AV
Summonte,064105,1525,Avellino,AV
Sicignano degli Alburni,065143,3268,Salerno,SA
Stella Cilento,065144,689,Salerno,SA
Stio,065145,802,Salerno,SA
Torchiara,065147,1850,Salerno,SA
Torraca,065148,1233,Salerno,SA
Torre Orsaia,065149,2062,Salerno,SA
Tortorella,065150,498,Salerno,SA
Vicalvi,060086,746,Frosinone,FR
Vico nel Lazio,060087,2159,Frosinone,FR
Villa Latina,060088,1212,Frosinone,FR
Villa Santa Lucia,060089,2574,Frosinone,FR
Villa Santo Stefano,060090,1699,Frosinone,FR
Viticuso,060091,308,Frosinone,FR
Ailano,061001,1333,Caserta,CE
Sant'Angelo a Cupolo,062071,4310,Benevento,BN
Sassinoro,062072,641,Benevento,BN
Solopaca,062073,3679,Benevento,BN
Tocco Caudio,062075,1464,Benevento,BN
Torrecuso,062076,3375,Benevento,BN
Vitulano,062077,2865,Benevento,BN
Sant'Arcangelo Trimonte,062078,521,Benevento,BN
Taurano,064106,1513,Avellino,AV
Taurasi,064107,2277,Avellino,AV
Teora,064108,1459,Avellino,AV
Torella dei Lombardi,064109,2022,Avellino,AV
Torre Le Nocelle,064110,1251,Avellino,AV
Torrioni,064111,483,Avellino,AV
Trevico,064112,908,Avellino,AV
Tufo,064113,831,Avellino,AV
Vallata,064114,2620,Avellino,AV
Vallesaccarda,064115,1279,Avellino,AV
Venticano,064116,2458,Avellino,AV
Villamaina,064117,930,Avellino,AV
Villanova del Battista,064118,1553,Avellino,AV
Volturara Irpina,064119,3125,Avellino,AV
Tramonti,065151,4131,Salerno,SA
Trentinara,065152,1600,Salerno,SA
Valle dell'Angelo,065153,225,Salerno,SA
Valva,065155,1617,Salerno,SA
Vibonati,065156,3268,Salerno,SA
Acciano,066001,312,L'Aquila,AQ
Aielli,066002,1469,L'Aquila,AQ
Alvignano,061003,4714,Caserta,CE
Baia e Latina,061006,2089,Caserta,CE
Caianello,061008,1833,Caserta,CE
Camigliano,061011,1989,Caserta,CE
Carbonara di Nola,063015,2498,Napoli,NA
Zungoli,064120,1037,Avellino,AV
Acerno,065001,2613,Salerno,SA
Alfano,065004,989,Salerno,SA
Aquara,065008,1423,Salerno,SA
Alfedena,066003,917,L'Aquila,AQ
Anversa degli Abruzzi,066004,325,L'Aquila,AQ
Ateleta,066005,1120,L'Aquila,AQ
Balsorano,066007,3379,L'Aquila,AQ
Barete,066008,638,L'Aquila,AQ
Barisciano,066009,1712,L'Aquila,AQ
Barrea,066010,713,L'Aquila,AQ
Capriati a Volturno,061014,1539,Caserta,CE
Castel Campagnano,061023,1507,Caserta,CE
Casamarciano,063018,3213,Napoli,NA
Casola di Napoli,063022,3791,Napoli,NA
Comiziano,063029,1744,Napoli,NA
Atena Lucana,065010,2417,Salerno,SA
Atrani,065011,837,Salerno,SA
Auletta,065012,2217,Salerno,SA
Bellosguardo,065015,746,Salerno,SA
Buccino,065017,4778,Salerno,SA
Sperlinga,086017,712,Enna,EN
Villarosa,086020,4646,Enna,EN
Aci Bonaccorsi,087001,3542,Catania,CT
Scala Coeli,078137,895,Cosenza,CS
Scigliano,078139,1177,Cosenza,CS
Serra d'Aiello,078140,511,Cosenza,CS
Spezzano della Sila,078143,4399,Cosenza,CS
Tarsia,078145,1948,Cosenza,CS
Giuggianello,075032,1155,Lecce,LE
Giurdignano,075033,1948,Lecce,LE
Nemoli,076054,1424,Potenza,PZ
Noepoli,076055,787,Potenza,PZ
Oppido Lucano,076056,3685,Potenza,PZ
Palazzo San Gervasio,076057,4690,Potenza,PZ
Pescopagano,076058,1787,Potenza,PZ
Aprigliano,078012,2690,Cosenza,CS
Belmonte Calabro,078013,1916,Cosenza,CS
Belsito,078014,914,Cosenza,CS
Bianchi,078016,1257,Cosenza,CS
Bocchigliero,078018,1181,Cosenza,CS
Martignano,075041,1630,Lecce,LE
Melpignano,075045,2208,Lecce,LE
Miggiano,075046,3426,Lecce,LE
Pietragalla,076060,3992,Potenza,PZ
Pietrapertosa,076061,958,Potenza,PZ
Rapolla,076064,4289,Potenza,PZ
Bonifati,078019,2733,Cosenza,CS
Buonvicino,078020,2145,Cosenza,CS
Calopezzati,078021,1338,Cosenza,CS
Caloveto,078022,1172,Cosenza,CS
Campana,078023,1629,Cosenza,CS
Canna,078024,680,Cosenza,CS
Carolei,078026,3280,Cosenza,CS
Carpanzano,078027,226,Cosenza,CS
Terranova da Sibari,078146,4922,Cosenza,CS
Terravecchia,078147,675,Cosenza,CS
Torano Castello,078148,4543,Cosenza,CS
Vaccarizzo Albanese,078152,1086,Cosenza,CS
Verbicaro,078153,2819,Cosenza,CS
Zumpano,078155,2666,Cosenza,CS
Minervino di Lecce,075047,3559,Lecce,LE
Montesano Salentino,075049,2646,Lecce,LE
Morciano di Leuca,075050,3178,Lecce,LE
Muro Leccese,075051,4890,Lecce,LE
Nociglia,075054,2215,Lecce,LE
Ortelle,075056,2317,Lecce,LE
Rapone,076065,913,Potenza,PZ
Ripacandida,076067,1651,Potenza,PZ
Rivello,076068,2674,Potenza,PZ
Roccanova,076069,1413,Potenza,PZ
Rotonda,076070,3389,Potenza,PZ
Ruoti,076071,3465,Potenza,PZ
Castiglione Cosentino,078030,2874,Cosenza,CS
Castroregio,078032,252,Cosenza,CS
Palmariggi,075058,1433,Lecce,LE
Patù,075060,1655,Lecce,LE
Ruvo del Monte,076072,1035,Potenza,PZ
San Chirico Nuovo,076073,1264,Potenza,PZ
San Chirico Raparo,076074,966,Potenza,PZ
San Costantino Albanese,076075,643,Potenza,PZ
San Fele,076076,2785,Potenza,PZ
San Martino d'Agri,076077,705,Potenza,PZ
Celico,078034,2770,Cosenza,CS
Cellara,078035,483,Cosenza,CS
Cerchiara di Calabria,078036,2337,Cosenza,CS
Cerisano,078037,3047,Cosenza,CS
Cervicati,078038,810,Cosenza,CS
Cerzeto,078039,1315,Cosenza,CS
Castel di Iudica,087013,4448,Catania,CT
Castiglione di Sicilia,087014,3082,Catania,CT
Salve,075066,4555,Lecce,LE
Sanarica,075067,1477,Lecce,LE
San Pietro in Lama,075071,3508,Lecce,LE
Santa Cesarea Terme,075072,2983,Lecce,LE
Seclì,075074,1858,Lecce,LE
Sogliano Cavour,075075,3984,Lecce,LE
Specchia,075077,4722,Lecce,LE
San Severino Lucano,076078,1462,Potenza,PZ
Sant'Angelo Le Fratte,076079,1376,Potenza,PZ
Sarconi,076081,1423,Potenza,PZ
Sasso di Castalda,076082,795,Potenza,PZ
Satriano di Lucania,076083,2291,Potenza,PZ
Savoia di Lucania,076084,1065,Potenza,PZ
Civita,078041,872,Cosenza,CS
Cleto,078042,1235,Cosenza,CS
Colosimi,078043,1182,Cosenza,CS
Cropalati,078046,1032,Cosenza,CS
Dipignano,078049,4319,Cosenza,CS
Licodia Eubea,087020,3005,Catania,CT
Spongano,075078,3580,Lecce,LE
Sternatia,075080,2218,Lecce,LE
Supersano,075081,4296,Lecce,LE
Surano,075082,1592,Lecce,LE
Tiggiano,075086,2865,Lecce,LE
Spinoso,076086,1401,Potenza,PZ
Teana,076087,568,Potenza,PZ
Terranova di Pollino,076088,1116,Potenza,PZ
Domanico,078050,935,Cosenza,CS
Fagnano Castello,078051,3695,Cosenza,CS
Falconara Albanese,078052,1384,Cosenza,CS
Figline Vegliaturo,078053,1152,Cosenza,CS
Firmo,078054,1973,Cosenza,CS
Fiumefreddo Bruzio,078055,2889,Cosenza,CS
Francavilla Marittima,078056,2870,Cosenza,CS
Frascineto,078057,1979,Cosenza,CS
Grimaldi,078059,1618,Cosenza,CS
Maletto,087022,3697,Catania,CT
Milo,087026,1041,Catania,CT
Mirabella Imbaccari,087028,4577,Catania,CT
Uggiano la Chiesa,075091,4361,Lecce,LE
Zollino,075094,1904,Lecce,LE
San Cassiano,075095,1993,Lecce,LE
Castro,075096,2344,Lecce,LE
Tolve,076090,3140,Potenza,PZ
Tramutola,076091,2992,Potenza,PZ
Trecchina,076092,2222,Potenza,PZ
Trivigno,076093,617,Potenza,PZ
Vaglio Basilicata,076094,1942,Potenza,PZ
Grisolia,078060,2227,Cosenza,CS
Guardia Piemontese,078061,1802,Cosenza,CS
Lago,078062,2458,Cosenza,CS
Laino Borgo,078063,1828,Cosenza,CS
Laino Castello,078064,791,Cosenza,CS
Lappano,078065,909,Cosenza,CS
Lattarico,078066,3931,Cosenza,CS
Longobardi,078067,2302,Cosenza,CS
Piedimonte Etneo,087035,4078,Catania,CT
Raddusa,087036,2979,Catania,CT
Abriola,076001,1379,Potenza,PZ
Oliveto Lucano,077019,381,Matera,MT
Piane Crati,078097,1411,Cosenza,CS
Pietrafitta,078098,1215,Cosenza,CS
Pietrapaola,078099,1066,Cosenza,CS
Plataci,078100,683,Cosenza,CS
Rocca Imperiale,078103,3312,Cosenza,CS
Filiano,076032,2837,Potenza,PZ
Forenza,076033,1959,Potenza,PZ
Francavilla in Sinni,076034,4132,Potenza,PZ
Gallicchio,076035,842,Potenza,PZ
Pomarico,077022,4001,Matera,MT
Rotondella,077023,2541,Matera,MT
Salandra,077024,2653,Matera,MT
San Giorgio Lucano,077025,1112,Matera,MT
Rose,078106,4354,Cosenza,CS
Roseto Capo Spulico,078107,1916,Cosenza,CS
Rota Greca,078109,1060,Cosenza,CS
Rovito,078110,3143,Cosenza,CS
San Basile,078111,1019,Cosenza,CS
San Benedetto Ullano,078112,1464,Cosenza,CS
San Cosmo Albanese,078113,601,Cosenza,CS
San Demetrio Corone,078114,3282,Cosenza,CS
Buccheri,089003,1889,Siracusa,SR
Buscemi,089004,995,Siracusa,SR
Grumento Nova,076037,1654,Potenza,PZ
Guardia Perticara,076038,537,Potenza,PZ
Latronico,076040,4288,Potenza,PZ
Laurenzana,076041,1681,Potenza,PZ
San Mauro Forte,077026,1405,Matera,MT
Stigliano,077027,3914,Matera,MT
Tursi,077029,4901,Matera,MT
San Donato di Ninea,078115,1235,Cosenza,CS
San Fili,078116,2601,Cosenza,CS
Sangineto,078117,1269,Cosenza,CS
San Giorgio Albanese,078118,1364,Cosenza,CS
San Lorenzo Bellizzi,078120,574,Cosenza,CS
Cassaro,089007,751,Siracusa,SR
Ferla,089008,2400,Siracusa,SR
Maratea,076044,4995,Potenza,PZ
Marsico Nuovo,076045,4048,Potenza,PZ
Valsinni,077030,1423,Matera,MT
Acquaformosa,078001,1064,Cosenza,CS
Acquappesa,078002,1803,Cosenza,CS
Aiello Calabro,078004,1607,Cosenza,CS
San Lorenzo del Vallo,078121,3204,Cosenza,CS
San Martino di Finita,078124,985,Cosenza,CS
San Nicola Arcella,078125,1973,Cosenza,CS
San Pietro in Amantea,078126,506,Cosenza,CS
San Pietro in Guarano,078127,3573,Cosenza,CS
San Sosti,078128,2098,Cosenza,CS
Cursi,075025,4037,Lecce,LE
Diso,075027,2903,Lecce,LE
Maschito,076047,1570,Potenza,PZ
Missanello,076049,539,Potenza,PZ
Moliterno,076050,3771,Potenza,PZ
Montemilone,076051,1510,Potenza,PZ
Montemurro,076052,1160,Potenza,PZ
Aieta,078005,767,Cosenza,CS
Albidona,078006,1243,Cosenza,CS
Alessandria del Carretto,078007,384,Cosenza,CS
Altilia,078008,684,Cosenza,CS
Altomonte,078009,4320,Cosenza,CS
Amendolara,078011,2854,Cosenza,CS
Santa Caterina Albanese,078129,1192,Cosenza,CS
Santa Domenica Talao,078130,1200,Cosenza,CS
Sant'Agata di Esaro,078131,1786,Cosenza,CS
Santa Sofia d'Epiro,078133,2407,Cosenza,CS
Santo Stefano di Rogliano,078134,1691,Cosenza,CS
San Vincenzo La Costa,078135,2115,Cosenza,CS
Saracena,078136,3615,Cosenza,CS
Agnone,094002,4901,Isernia,IS
Bagnoli del Trigno,094003,675,Isernia,IS
Belmonte del Sannio,094004,695,Isernia,IS
Cantalupo nel Sannio,094005,752,Isernia,IS
Capracotta,094006,837,Isernia,IS
Carovilli,094007,1286,Isernia,IS
Carpinone,094008,1087,Isernia,IS
Mondaino,099006,1355,Rimini,RN
Montefiore Conca,099008,2236,Rimini,RN
Montegridolfo,099009,996,Rimini,RN
Saludecio,099015,3065,Rimini,RN
Luogosanto,090036,1860,Sassari,SS
Luras,090037,2486,Sassari,SS
Mara,090038,562,Sassari,SS
Martis,090039,478,Sassari,SS
Monteleone Rocca Doria,090040,107,Sassari,SS
Monti,090041,2399,Sassari,SS
Lula,091043,1318,Nuoro,NU
Mamoiada,091046,2472,Nuoro,NU
Meana Sardo,091047,1691,Nuoro,NU
Noragugume,091050,289,Nuoro,NU
Andorno Micca,096002,3130,Biella,BI
Benna,096003,1146,Biella,BI
Bioglio,096005,875,Biella,BI
Borriana,096006,885,Biella,BI
Brusnengo,096007,2027,Biella,BI
Callabiana,096008,141,Biella,BI
Camandona,096009,320,Biella,BI
Camburzano,096010,1148,Biella,BI
Caprile,096013,185,Biella,BI
Castel del Giudice,094009,311,Isernia,IS
Castelpetroso,094010,1620,Isernia,IS
Castelpizzuto,094011,157,Isernia,IS
Castel San Vincenzo,094012,481,Isernia,IS
Castelverrino,094013,105,Isernia,IS
Cerro al Volturno,094014,1200,Isernia,IS
Chiauci,094015,204,Isernia,IS
Civitanova del Sannio,094016,926,Isernia,IS
Colli a Volturno,094017,1343,Isernia,IS
Conca Casale,094018,173,Isernia,IS
Mores,090042,1873,Sassari,SS
Muros,090043,829,Sassari,SS
Nughedu San Nicolò,090044,783,Sassari,SS
Nule,090045,1336,Sassari,SS
Nulvi,090046,2699,Sassari,SS
Olmedo,090048,4185,Sassari,SS
Oschiri,090049,3142,Sassari,SS
Ollolai,091056,1240,Nuoro,NU
Olzai,091057,820,Nuoro,NU
Onanì,091058,372,Nuoro,NU
Onifai,091059,719,Nuoro,NU
Oniferi,091060,900,Nuoro,NU
Casapinta,096014,408,Biella,BI
Castelletto Cervo,096015,826,Biella,BI
Cavaglià,096016,3571,Biella,BI
Cerrione,096018,2846,Biella,BI
Coggiola,096019,1742,Biella,BI
Crevacuore,096021,1476,Biella,BI
Curino,096023,468,Biella,BI
Donato,096024,716,Biella,BI
Dorzano,096025,545,Biella,BI
Gaglianico,096026,3823,Biella,BI
Gifflenga,096027,109,Biella,BI
Filignano,094019,610,Isernia,IS
Forlì del Sannio,094020,643,Isernia,IS
Fornelli,094021,1906,Isernia,IS
Frosolone,094022,2985,Isernia,IS
Longano,094024,663,Isernia,IS
Macchia d'Isernia,094025,1065,Isernia,IS
Macchiagodena,094026,1756,Isernia,IS
Osilo,090050,2937,Sassari,SS
Orani,091061,2806,Nuoro,NU
Orgosolo,091062,4117,Nuoro,NU
Orotelli,091064,1962,Nuoro,NU
Ortueri,091066,1094,Nuoro,NU
Orune,091067,2238,Nuoro,NU
Graglia,096028,1495,Biella,BI
Magnano,096030,386,Biella,BI
Massazza,096031,537,Biella,BI
Masserano,096032,2036,Biella,BI
Mezzana Mortigliengo,096033,490,Biella,BI
Miagliano,096034,580,Biella,BI
Mongrando,096035,3833,Biella,BI
Mottalciata,096037,1328,Biella,BI
Muzzano,096038,591,Biella,BI
Netro,096039,941,Biella,BI
Occhieppo Inferiore,096040,3852,Biella,BI
Occhieppo Superiore,096041,2694,Biella,BI
Pettinengo,096042,1503,Biella,BI
Miranda,094027,970,Isernia,IS
Montaquila,094028,2385,Isernia,IS
Montenero Val Cocchiara,094029,517,Isernia,IS
Monteroduni,094030,2090,Isernia,IS
Pesche,094031,1668,Isernia,IS
Pescolanciano,094032,829,Isernia,IS
Pescopennataro,094033,257,Isernia,IS
Acerenza,076002,2268,Potenza,PZ
Albano di Lucania,076003,1381,Potenza,PZ
Anzi,076004,1597,Potenza,PZ
Armento,076005,580,Potenza,PZ
Vietri di Potenza,076096,2773,Potenza,PZ
Viggianello,076097,2867,Potenza,PZ
Viggiano,076098,3357,Potenza,PZ
Ginestra,076099,724,Potenza,PZ
Paterno,076100,3224,Potenza,PZ
Accettura,077001,1718,Matera,MT
Longobucco,078068,2875,Cosenza,CS
Lungro,078069,2364,Cosenza,CS
Maierà,078071,1198,Cosenza,CS
Malito,078072,753,Cosenza,CS
Malvito,078073,1751,Cosenza,CS
Mandatoriccio,078074,2715,Cosenza,CS
San Cono,087040,2582,Catania,CT
San Michele di Ganzaria,087043,3136,Catania,CT
Atella,076006,3812,Potenza,PZ
Balvano,076008,1794,Potenza,PZ
Banzi,076009,1284,Potenza,PZ
Baragiano,076010,2580,Potenza,PZ
Barile,076011,2746,Potenza,PZ
Aliano,077002,907,Matera,MT
Calciano,077004,685,Matera,MT
Cirigliano,077005,310,Matera,MT
Colobraro,077006,1131,Matera,MT
Craco,077007,668,Matera,MT
Mangone,078075,1904,Cosenza,CS
Marano Marchesato,078076,3436,Cosenza,CS
Marano Principato,078077,3129,Cosenza,CS
Marzi,078078,967,Cosenza,CS
Mongrassano,078080,1530,Cosenza,CS
Montegiordano,078082,1706,Cosenza,CS
Sant'Alfio,087046,1560,Catania,CT
Bella,076012,4916,Potenza,PZ
Brienza,076013,3967,Potenza,PZ
Brindisi Montagna,076014,854,Potenza,PZ
Calvello,076015,1851,Potenza,PZ
Calvera,076016,365,Potenza,PZ
Campomaggiore,076017,754,Potenza,PZ
Cancellara,076018,1215,Potenza,PZ
Garaguso,077009,1025,Matera,MT
Gorgoglione,077010,911,Matera,MT
Grassano,077011,4978,Matera,MT
Grottole,077012,2149,Matera,MT
Morano Calabro,078083,4262,Cosenza,CS
Mormanno,078084,2798,Cosenza,CS
Mottafollone,078085,1151,Cosenza,CS
Nocara,078086,354,Cosenza,CS
Oriolo,078087,1993,Cosenza,CS
Mazzarrone,087056,3997,Catania,CT
Maniace,087057,3762,Catania,CT
Ragalna,087058,4047,Catania,CT
Carbone,076019,567,Potenza,PZ
San Paolo Albanese,076020,228,Potenza,PZ
Castelgrande,076021,876,Potenza,PZ
Castelluccio Inferiore,076022,1993,Potenza,PZ
Castelluccio Superiore,076023,749,Potenza,PZ
Castelmezzano,076024,756,Potenza,PZ
Castelsaraceno,076025,1271,Potenza,PZ
Castronuovo di Sant'Andrea,076026,966,Potenza,PZ
Irsina,077013,4632,Matera,MT
Miglionico,077015,2447,Matera,MT
Orsomarso,078088,1198,Cosenza,CS
Paludi,078089,1031,Cosenza,CS
Panettieri,078090,316,Cosenza,CS
Papasidero,078092,665,Cosenza,CS
Parenti,078093,2108,Cosenza,CS
Paterno Calabro,078094,1383,Cosenza,CS
Pedivigliano,078096,807,Cosenza,CS
Giarratana,088004,2862,Ragusa,RG
Monterosso Almo,088007,2886,Ragusa,RG
Cersosimo,076027,589,Potenza,PZ
Chiaromonte,076028,1868,Potenza,PZ
Corleto Perticara,076029,2461,Potenza,PZ
Episcopia,076030,1329,Potenza,PZ
Fardella,076031,577,Potenza,PZ
Roccapalumba,082062,2385,Palermo,PA
San Mauro Castelverde,082065,1470,Palermo,PA
Santa Cristina Gela,082066,997,Palermo,PA
Sciara,082068,2674,Palermo,PA
Serrastretta,079129,3039,Catanzaro,CZ
Sersale,079130,4436,Catanzaro,CZ
Settingiano,079131,3137,Catanzaro,CZ
Simeri Crichi,079133,4708,Catanzaro,CZ
Sorbo San Basile,079134,792,Catanzaro,CZ
Buseto Palizzolo,081002,2855,Trapani,TP
Castrofilippo,084013,2786,Agrigento,AG
Cattolica Eraclea,084014,3491,Agrigento,AG
Cianciana,084015,3322,Agrigento,AG
Comitini,084016,896,Agrigento,AG
Sclafani Bagni,082069,397,Palermo,PA
Torretta,082072,4319,Palermo,PA
Trappeto,082074,3102,Palermo,PA
Ustica,082075,1302,Palermo,PA
Valledolmo,082076,3400,Palermo,PA
Soveria Mannelli,079138,2971,Catanzaro,CZ
Soveria Simeri,079139,1508,Catanzaro,CZ
Squillace,079142,3629,Catanzaro,CZ
Stalettì,079143,2388,Catanzaro,CZ
Taverna,079146,2562,Catanzaro,CZ
Tiriolo,079147,3746,Catanzaro,CZ
Torre di Ruggiero,079148,972,Catanzaro,CZ
Favignana,081009,4313,Trapani,TP
Gibellina,081010,3931,Trapani,TP
Joppolo Giancaxio,084019,1151,Agrigento,AG
Lucca Sicula,084022,1752,Agrigento,AG
Ventimiglia di Sicilia,082077,1869,Palermo,PA
Vicari,082078,2559,Palermo,PA
Villafrati,082080,3271,Palermo,PA
Scillato,082081,613,Palermo,PA
Blufi,082082,931,Palermo,PA
Alcara li Fusi,083001,1812,Messina,ME
Alì,083002,710,Messina,ME
Alì Terme,083003,2446,Messina,ME
Vallefiorita,079151,1618,Catanzaro,CZ
Zagarise,079157,1526,Catanzaro,CZ
Africo,080001,2899,Reggio di Calabria,RC
Agnana Calabra,080002,498,Reggio di Calabria,RC
Anoia,080003,2102,Reggio di Calabria,RC
Montallegro,084024,2484,Agrigento,AG
Montevago,084025,2876,Agrigento,AG
Antillo,083004,860,Messina,ME
Basicò,083006,577,Messina,ME
Capizzi,083008,2977,Messina,ME
Capri Leone,083010,4419,Messina,ME
Caronia,083011,3136,Messina,ME
Casalvecchio Siculo,083012,763,Messina,ME
Castel di Lucio,083013,1250,Messina,ME
Castell'Umberto,083014,2965,Messina,ME
Antonimina,080004,1248,Reggio di Calabria,RC
Bagaladi,080006,977,Reggio di Calabria,RC
Benestare,080008,2515,Reggio di Calabria,RC
Bianco,080009,4151,Reggio di Calabria,RC
Bivongi,080010,1257,Reggio di Calabria,RC
Bova,080011,410,Reggio di Calabria,RC
Poggioreale,081016,1454,Trapani,TP
Salaparuta,081017,1615,Trapani,TP
Santa Ninfa,081019,4955,Trapani,TP
San Vito Lo Capo,081020,4818,Trapani,TP
Realmonte,084032,4485,Agrigento,AG
Calascibetta,086005,4309,Enna,EN
Castelmola,083015,1094,Messina,ME
Castroreale,083016,2336,Messina,ME
Cesarò,083017,2257,Messina,ME
Condrò,083018,483,Messina,ME
Falcone,083019,2729,Messina,ME
Ficarra,083020,1376,Messina,ME
Fiumedinisi,083021,1332,Messina,ME
Floresta,083022,456,Messina,ME
Bova Marina,080013,4205,Reggio di Calabria,RC
Brancaleone,080014,3460,Reggio di Calabria,RC
Bruzzano Zeffirio,080015,1104,Reggio di Calabria,RC
Calanna,080016,820,Reggio di Calabria,RC
Camini,080017,745,Reggio di Calabria,RC
Campo Calabro,080018,4521,Reggio di Calabria,RC
Candidoni,080019,421,Reggio di Calabria,RC
Canolo,080020,686,Reggio di Calabria,RC
Caraffa del Bianco,080021,483,Reggio di Calabria,RC
Vita,081023,1897,Trapani,TP
Alia,082001,3510,Palermo,PA
Alimena,082002,1915,Palermo,PA
Catenanuova,086006,4636,Enna,EN
Cerami,086008,1916,Enna,EN
Fondachelli-Fantina,083023,1021,Messina,ME
Forza d'Agrò,083024,889,Messina,ME
Francavilla di Sicilia,083025,3725,Messina,ME
Frazzanò,083026,621,Messina,ME
Furci Siculo,083027,3230,Messina,ME
Furnari,083028,3848,Messina,ME
Gaggi,083029,3181,Messina,ME
Galati Mamertino,083030,2408,Messina,ME
Gallodoro,083031,342,Messina,ME
Graniti,083034,1455,Messina,ME
Cardeto,080022,1464,Reggio di Calabria,RC
Careri,080023,2203,Reggio di Calabria,RC
Casignana,080024,727,Reggio di Calabria,RC
Ciminà,080026,551,Reggio di Calabria,RC
Aliminusa,082003,1138,Palermo,PA
Baucina,082008,1915,Palermo,PA
Bisacquino,082010,4321,Palermo,PA
Bolognetta,082011,4138,Palermo,PA
Gagliano Castelferrato,086010,3460,Enna,EN
Gualtieri Sicaminò,083035,1657,Messina,ME
Itala,083036,1568,Messina,ME
Leni,083037,689,Messina,ME
Letojanni,083038,2846,Messina,ME
Librizzi,083039,1619,Messina,ME
Limina,083040,746,Messina,ME
Condofuri,080029,4910,Reggio di Calabria,RC
Cosoleto,080030,832,Reggio di Calabria,RC
Delianuova,080031,3232,Reggio di Calabria,RC
Feroleto della Chiesa,080032,1596,Reggio di Calabria,RC
Ferruzzano,080033,766,Reggio di Calabria,RC
Fiumara,080034,890,Reggio di Calabria,RC
Galatro,080035,1572,Reggio di Calabria,RC
Gerace,080036,2501,Reggio di Calabria,RC
Giffone,080037,1720,Reggio di Calabria,RC
Bompietro,082012,1295,Palermo,PA
Caltavuturo,082015,3768,Palermo,PA
Campofelice di Fitalia,082016,473,Palermo,PA
Campofiorito,082018,1209,Palermo,PA
Nissoria,086013,2958,Enna,EN
Longi,083042,1374,Messina,ME
Malfa,083043,987,Messina,ME
Malvagna,083044,663,Messina,ME
Mandanici,083045,557,Messina,ME
Mazzarrà Sant'Andrea,083046,1473,Messina,ME
Merì,083047,2359,Messina,ME
Militello Rosmarino,083050,1245,Messina,ME
Grotteria,080040,3030,Reggio di Calabria,RC
Laganadi,080041,395,Reggio di Calabria,RC
Laureana di Borrello,080042,4907,Reggio di Calabria,RC
Mammola,080044,2648,Reggio di Calabria,RC
Camporeale,082019,3135,Palermo,PA
Castellana Sicula,082024,3200,Palermo,PA
Simala,095058,307,Oristano,OR
Simaxis,095059,2186,Oristano,OR
Sini,095060,488,Oristano,OR
Siris,095061,224,Oristano,OR
Solarussa,095062,2345,Oristano,OR
Sorradile,095063,355,Oristano,OR
Tadasuni,095064,148,Oristano,OR
Tramatza,095066,950,Oristano,OR
Tresnuraghes,095067,1097,Oristano,OR
Borore,091011,2038,Nuoro,NU
Bortigali,091012,1286,Nuoro,NU
Desulo,091016,2219,Nuoro,NU
Dualchi,091018,598,Nuoro,NU
Elini,091019,551,Nuoro,NU
Morsano al Tagliamento,093028,2705,Pordenone,PN
Pinzano al Tagliamento,093030,1530,Pordenone,PN
Polcenigo,093031,3157,Pordenone,PN
Pravisdomini,093035,3463,Pordenone,PN
Fombio,098026,2324,Lodi,LO
Galgagnano,098027,1288,Lodi,LO
Graffignana,098028,2599,Lodi,LO
Guardamiglio,098029,2660,Lodi,LO
Livraga,098030,2511,Lodi,LO
Maccastorna,098033,67,Lodi,LO
Mairago,098034,1383,Lodi,LO
Maleo,098035,3083,Lodi,LO
Marudo,098036,1779,Lodi,LO
Massalengo,098037,4435,Lodi,LO
Meleti,098038,460,Lodi,LO
Merlino,098039,1705,Lodi,LO
Montanaso Lombardo,098040,2255,Lodi,LO
Ulà Tirso,095068,492,Oristano,OR
Uras,095069,2802,Oristano,OR
Usellus,095070,736,Oristano,OR
Villanova Truschedu,095071,297,Oristano,OR
Villaurbana,095072,1567,Oristano,OR
Villa Verde,095073,296,Oristano,OR
Zeddiani,095074,1153,Oristano,OR
Zerfaliu,095075,1027,Oristano,OR
Siapiccia,095076,345,Oristano,OR
Curcuris,095077,301,Oristano,OR
Soddì,095078,119,Oristano,OR
Fonni,091024,3834,Nuoro,NU
Gadoni,091025,748,Nuoro,NU
Gairo,091026,1370,Nuoro,NU
Galtellì,091027,2442,Nuoro,NU
Gavoi,091028,2586,Nuoro,NU
Girasole,091031,1321,Nuoro,NU
Ilbono,091032,2091,Nuoro,NU
